+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
+------------------------------------------------+
|                  0 |   1 |        NEW |     READY |
|                  0 |   1 |      READY |   RUNNING |
|                  1 |   2 |        NEW |     READY |
|                  3 |   4 |        NEW |     READY |
|                  4 |   5 |        NEW |     READY |
|                  5 |   1 |    RUNNING |   WAITING |
|                  5 |   2 |      READY |   RUNNING |
|                 11 |   2 |    RUNNING |   WAITING |
|                 11 |   4 |      READY |   RUNNING |
|                 15 |   4 |    RUNNING |   WAITING |
|                 15 |   5 |      READY |   RUNNING |
|                 18 |   5 |    RUNNING |   WAITING |
|                 20 |   1 |    WAITING |     READY |
|                 20 |   1 |      READY |   RUNNING |
|                 21 |   2 |    WAITING |     READY |
|                 23 |   4 |    WAITING |     READY |
|                 23 |   5 |    WAITING |     READY |
|                 25 |   1 |    RUNNING |   WAITING |
|                 25 |   2 |      READY |   RUNNING |
|                 31 |   2 |    RUNNING |   WAITING |
|                 31 |   4 |      READY |   RUNNING |
|                 35 |   4 |    RUNNING |   WAITING |
|                 35 |   5 |      READY |   RUNNING |
|                 38 |   5 |    RUNNING |   WAITING |
|                 40 |   1 |    WAITING |     READY |
|                 40 |   1 |      READY |   RUNNING |
|                 41 |   2 |    WAITING |     READY |
|                 43 |   4 |    WAITING |     READY |
|                 43 |   5 |    WAITING |     READY |
|                 45 |   1 |    RUNNING |   WAITING |
|                 45 |   2 |      READY |   RUNNING |
|                 51 |   2 |    RUNNING |   WAITING |
|                 51 |   4 |      READY |   RUNNING |
|                 55 |   4 |    RUNNING |   WAITING |
|                 55 |   5 |      READY |   RUNNING |
|                 58 |   5 |    RUNNING |   WAITING |
|                 60 |   1 |    WAITING |     READY |
|                 60 |   1 |      READY |   RUNNING |
|                 61 |   2 |    WAITING |     READY |
|                 63 |   4 |    WAITING |     READY |
|                 63 |   5 |    WAITING |     READY |
|                 65 |   1 |    RUNNING |   WAITING |
|                 65 |   2 |      READY |   RUNNING |
|                 71 |   2 |    RUNNING |   WAITING |
|                 71 |   4 |      READY |   RUNNING |
|                 75 |   4 |    RUNNING |   WAITING |
|                 75 |   5 |      READY |   RUNNING |
|                 78 |   5 |    RUNNING |   WAITING |
|                 80 |   1 |    WAITING |     READY |
|                 80 |   1 |      READY |   RUNNING |
|                 81 |   2 |    WAITING |     READY |
|                 83 |   4 |    WAITING |     READY |
|                 83 |   5 |    WAITING |     READY |
|                 85 |   1 |    RUNNING |   WAITING |
|                 85 |   2 |      READY |   RUNNING |
|                 91 |   2 |    RUNNING |   WAITING |
|                 91 |   4 |      READY |   RUNNING |
|                 95 |   4 |    RUNNING |   WAITING |
|                 95 |   5 |      READY |   RUNNING |
|                 98 |   5 |    RUNNING |   WAITING |
|                100 |   1 |    WAITING |     READY |
|                100 |   1 |      READY |   RUNNING |
|                101 |   2 |    WAITING |     READY |
|                103 |   4 |    WAITING |     READY |
|                103 |   5 |    WAITING |     READY |
|                105 |   1 |    RUNNING |   WAITING |
|                105 |   2 |      READY |   RUNNING |
|                111 |   2 |    RUNNING |   WAITING |
|                111 |   4 |      READY |   RUNNING |
|                115 |   4 |    RUNNING |   WAITING |
|                115 |   5 |      READY |   RUNNING |
|                118 |   5 |    RUNNING |   WAITING |
|                120 |   1 |    WAITING |     READY |
|                120 |   1 |      READY |   RUNNING |
|                121 |   2 |    WAITING |     READY |
